Local time in Beijing / Peking,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
05.02.2020 14:00,-4.5,774.2,777.4,-1.6,79,Wind blowing from the east,3,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-8.8,,,,1500-2000,,,2.8,-7.7,0.5,12,,,,
05.02.2020 11:00,-5.4,775.8,779.0,,82,Wind blowing from the east-northeast,2,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-8.8,,,,300-600,,,1.4,-8.0,0.1,6,,,,
05.02.2020 08:00,-6.7,775.6,778.8,1.5,70,Wind blowing from the east-northeast,3,,5,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,2.7,,,1500-2000,,,4.9,-11.4,Trace of precipitation,12,,,,
05.02.2020 05:00,-7.3,774.1,777.3,,71,Wind blowing from the north-east,2,,4,, ,,,-8.8,2.7,,,,,,16.0,-11.8,No precipitation,6,,,,
05.02.2020 02:00,-7.9,773.8,776.9,0.7,72,Wind blowing from the south,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,2.7,,,2500 or more  or no clouds.,,,18.0,-12.2,No precipitation,12,,,,
04.02.2020 23:00,-4.3,773.1,776.2,,54,Wind blowing from the west-southwest,2,,8,, ,,,-4.9,2.7,,,,,,23.0,-12.4,No precipitation,6,,,,
04.02.2020 20:00,-4.2,771.4,774.6,1.8,35,Wind blowing from the east-northeast,1,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,2.7,,,,,,30.0,-17.4,No precipitation,12,,,,
04.02.2020 17:00,1.5,769.6,772.8,,17,Wind blowing from the south-west,2,,,10%  or less  but not 0, ,,,-4.9,2.7,,,2500 or more  or no clouds.,,,30.0,-20.9,No precipitation,6,,,,
04.02.2020 14:00,1.2,769.4,772.6,,16,Wind blowing from the south-southeast,1,,11,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,3.6,,,2500 or more  or no clouds.,,,30.0,-21.9,No precipitation,12,,,,
04.02.2020 08:00,-4.1,769.9,773.0,2.6,22,Wind blowing from the north-east,6,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,3.6,,,,,,30.0,-22.7,No precipitation,12,,,,
04.02.2020 05:00,-2.9,767.3,770.4,,39,Wind blowing from the north-east,3,,7,, ,,,-7.9,3.6,,,,,,30.0,-15.2,No precipitation,6,,,,
04.02.2020 02:00,-4.6,766.6,769.7,0.6,61,Wind blowing from the east-northeast,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,3.6,,,2500 or more  or no clouds.,,,11.0,-11.0,No precipitation,12,,,,
03.02.2020 23:00,-3.1,766.0,769.2,,60,Wind blowing from the north-east,2,,9,, ,,,-7.9,3.6,,,,,,10.0,-9.8,No precipitation,6,,,,
03.02.2020 20:00,-1.0,765.4,768.5,0.2,49,Wind blowing from the east-southeast,1,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,3.6,,,2500 or more  or no clouds.,,,15.0,-10.6,No precipitation,12,,,,
03.02.2020 17:00,2.5,765.2,768.4,,30,Wind blowing from the south-southwest,4,,9,40%., ,,,-7.9,3.6,,,2500 or more  or no clouds.,,,17.0,-13.3,No precipitation,6,,,,
03.02.2020 14:00,2.3,766.5,769.6,-3.7,29,Wind blowing from the south-southwest,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,3.6,,,2500 or more  or no clouds.,,,24.0,-13.9,No precipitation,12,,,,
03.02.2020 11:00,-2.1,770.2,773.3,,26,Wind blowing from the south-west,4,,10,90  or more  but not 100%, ,,,-7.9,3.6,,,1000-1500,,,30.0,-19.0,No precipitation,6,,,,
03.02.2020 08:00,-7.7,770.7,773.8,0.2,43,Wind blowing from the south-west,1,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,3.6,,,1000-1500,,,30.0,-18.1,No precipitation,12,,,,
03.02.2020 05:00,-5.3,770.5,773.6,,29,Wind blowing from the east,1,,12,, ,,,-5.3,3.6,,,,,,30.0,-20.6,No precipitation,6,,,,
03.02.2020 02:00,-2.5,771.1,774.2,0.0,22,Wind blowing from the north-northeast,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,3.6,,,2500 or more  or no clouds.,,,30.0,-21.3,No precipitation,12,,,,
02.02.2020 23:00,-0.5,771.1,774.2,,15,Wind blowing from the north,4,,12,, ,,,-1.2,3.6,,,,,,30.0,-24.0,No precipitation,6,,,,
02.02.2020 20:00,1.1,769.9,773.1,1.7,21,Wind blowing from the north-northwest,3,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,3.6,,,,,,30.0,-18.8,0.3,12,,,,
02.02.2020 17:00,3.2,768.2,771.3,,22,Wind blowing from the north-west,5,,12,, ,,,-1.2,3.9,,,,,,30.0,-16.5,No precipitation,6,,,,
02.02.2020 14:00,0.8,767.4,770.5,-1.3,77,Wind blowing from the south-west,1,,4,100%.,Haze. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,,,,300-600,,,5.0,-2.8,1.0,12,,,,
02.02.2020 11:00,-0.5,768.7,771.7,,89,Wind blowing from the south-southwest,2,,4,,Snow not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,4.8,,,,,,2.9,-2.1,0.3,6,,,,
02.02.2020 08:00,-1.0,768.1,771.2,0.0,89,Wind blowing from the south,2,,7,100%.,Haze. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,4.8,,,1000-1500,,,4.2,-2.6,1.0,12,,,,
02.02.2020 05:00,-1.2,768.1,771.2,,90,Wind blowing from the south-southeast,2,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-1.6,4.8,,,,,,3.1,-2.6,1.0,6,,,,
02.02.2020 02:00,0.5,769.0,772.1,0.0,64,Wind blowing from the south-southeast,2,,7,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,4.8,,,2500 or more  or no clouds.,,,11.0,-5.5,No precipitation,12,,,,
01.02.2020 23:00,1.0,769.0,772.1,,59,Wind blowing from the south,3,,8,, ,,,-1.6,4.8,,,,,,11.0,-6.1,No precipitation,6,,,,
01.02.2020 20:00,1.8,768.7,771.8,0.4,24,Wind blowing from the south,1,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,6.7,,,2500 or more  or no clouds.,,,30.0,-16.6,No precipitation,12,,,,
01.02.2020 17:00,3.9,768.3,771.4,,16,Calm  no wind,0,,,90  or more  but not 100%, ,,,-1.6,7.8,,,2500 or more  or no clouds.,,,30.0,-19.7,No precipitation,6,,,,
01.02.2020 14:00,4.6,768.5,771.6,-1.8,16,Wind blowing from the north-east,2,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,8.9,,,2500 or more  or no clouds.,,,30.0,-19.1,No precipitation,12,,,,
01.02.2020 11:00,2.8,770.3,773.4,,23,Wind blowing from the north-northeast,4,,8,60%., ,,,-1.6,8.9,,,2500 or more  or no clouds.,,,30.0,-16.3,No precipitation,6,,,,
01.02.2020 08:00,-1.3,770.2,773.3,1.7,32,Wind blowing from the north-east,3,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,8.9,,,2500 or more  or no clouds.,,,30.0,-15.9,No precipitation,12,,,,
01.02.2020 05:00,0.0,768.5,771.6,,26,Wind blowing from the north-east,4,,9,, ,,,-6.8,8.9,,,,,,30.0,-17.2,No precipitation,6,,,,
01.02.2020 02:00,1.9,767.7,770.8,0.9,22,Wind blowing from the east-northeast,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,8.9,,,2500 or more  or no clouds.,,,30.0,-17.6,No precipitation,12,,,,
31.01.2020 23:00,4.7,766.8,769.9,,18,Wind blowing from the north,3,,9,, ,,,-6.8,8.9,,,,,,30.0,-17.6,No precipitation,6,,,,
31.01.2020 20:00,6.7,765.4,768.4,2.1,16,Wind blowing from the north,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,8.9,,,2500 or more  or no clouds.,,,30.0,-17.4,No precipitation,12,,,,
31.01.2020 17:00,7.4,763.3,766.4,,30,Calm  no wind,0,,,40%., ,,,-6.8,8.9,,,2500 or more  or no clouds.,,,8.0,-9.0,No precipitation,6,,,,
31.01.2020 14:00,6.7,763.0,766.0,-1.8,32,Wind blowing from the east,1,,4,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,6.8,,,2500 or more  or no clouds.,,,7.0,-8.8,No precipitation,12,,,,
31.01.2020 11:00,1.5,764.8,767.9,,47,Wind blowing from the north-east,2,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,6.3,,,2500 or more  or no clouds.,,,6.0,-8.6,No precipitation,6,,,,
31.01.2020 08:00,-5.5,764.8,767.9,0.6,74,Wind blowing from the east,1,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,6.3,,,2500 or more  or no clouds.,,,7.0,-9.4,No precipitation,12,,,,
31.01.2020 05:00,-6.1,764.2,767.3,,72,Wind blowing from the north-east,1,,,,Haze. ,,,-7.0,6.3,,,,,,6.0,-10.3,No precipitation,6,,,,
31.01.2020 02:00,-5.2,764.7,767.8,-0.5,70,Wind blowing from the west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,6.3,,,2500 or more  or no clouds.,,,8.0,-9.8,No precipitation,12,,,,
30.01.2020 23:00,-4.0,765.2,768.3,,62,Calm  no wind,0,,,, ,,,-7.0,6.3,,,,,,9.0,-10.2,No precipitation,6,,,,
30.01.2020 20:00,0.2,765.1,768.2,0.3,46,Wind blowing from the south,1,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,6.3,,,2500 or more  or no clouds.,,,11.0,-10.3,No precipitation,12,,,,
30.01.2020 17:00,4.6,764.8,767.9,,32,Wind blowing from the south-west,3,,7,40%., ,,,-7.0,7.2,,,2500 or more  or no clouds.,,,10.0,-10.7,No precipitation,6,,,,
30.01.2020 14:00,5.9,765.5,768.6,-2.3,29,Wind blowing from the south-southwest,4,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,8.4,,,2500 or more  or no clouds.,,,12.0,-10.8,No precipitation,12,,,,
30.01.2020 11:00,3.3,767.8,770.8,,33,Wind blowing from the south-southwest,3,,5,20–30%., ,,,-7.0,8.4,,,2500 or more  or no clouds.,,,15.0,-11.4,No precipitation,6,,,,
30.01.2020 08:00,-6.3,767.6,770.8,0.9,80,Wind blowing from the south,1,,3,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,8.4,,,2500 or more  or no clouds.,,,6.0,-9.2,No precipitation,12,,,,
30.01.2020 05:00,-6.5,766.7,769.8,,80,Calm  no wind,0,,,,Haze. ,,,-6.6,8.4,,,,,,5.0,-9.4,No precipitation,6,,,,
30.01.2020 02:00,-5.1,767.2,770.2,0.0,72,Calm  no wind,0,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,8.4,,,2500 or more  or no clouds.,,,7.0,-9.5,No precipitation,12,,,,
29.01.2020 23:00,-2.8,767.2,770.3,,61,Wind blowing from the west,1,,6,, ,,,-3.4,8.4,,,,,,11.0,-9.3,No precipitation,6,,,,
29.01.2020 20:00,-0.2,766.6,769.7,1.3,48,Wind blowing from the south-southeast,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,8.4,,,2500 or more  or no clouds.,,,23.0,-9.9,No precipitation,12,,,,
29.01.2020 17:00,7.3,765.3,768.4,,31,Wind blowing from the east-northeast,2,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,21.0,-8.7,,,,,,
29.01.2020 14:00,7.5,765.3,768.4,-1.9,36,Wind blowing from the north-east,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,7.8,,,2500 or more  or no clouds.,,,16.0,-6.6,No precipitation,12,,,,
29.01.2020 11:00,4.7,767.2,770.2,,51,Wind blowing from the north-east,2,,4,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,5.8,,,2500 or more  or no clouds.,,,5.0,-4.6,No precipitation,6,,,,
29.01.2020 08:00,-3.3,767.1,770.2,0.2,86,Wind blowing from the north,0,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,,,,2500 or more  or no clouds.,,,1.4,-5.3,No precipitation,12,,,,
29.01.2020 05:00,-1.7,766.9,770.0,,78,Wind blowing from the west-southwest,1,,3,,Haze. ,,,-3.8,5.8,,,,,,1.2,-5.0,No precipitation,6,,,,
29.01.2020 02:00,-0.6,767.2,770.2,0.3,69,Wind blowing from the east-southeast,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,5.8,,,2500 or more  or no clouds.,,,1.3,-5.6,No precipitation,12,,,,
28.01.2020 23:00,-1.1,766.9,769.9,,69,Calm  no wind,0,,,,Haze. ,,,-4.2,5.8,,,,,,1.4,-6.2,No precipitation,6,,,,
28.01.2020 20:00,-0.1,766.6,769.8,1.2,61,Calm  no wind,0,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,5.8,,,2500 or more  or no clouds.,,,1.6,-6.7,No precipitation,12,,,,
28.01.2020 17:00,4.3,765.4,768.5,,44,Wind blowing from the south-west,2,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,5.8,,,2500 or more  or no clouds.,,,1.8,-6.9,No precipitation,6,,,,
28.01.2020 14:00,4.9,765.1,768.2,-1.2,42,Wind blowing from the east,2,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,5.6,,,2500 or more  or no clouds.,,,1.5,-7.2,No precipitation,12,,,,
28.01.2020 11:00,2.0,766.3,769.3,,55,Wind blowing from the east-northeast,2,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,5.6,,,2500 or more  or no clouds.,,,1.3,-6.3,No precipitation,6,,,,
28.01.2020 08:00,-2.1,765.6,768.7,0.8,69,Wind blowing from the east-northeast,1,,2,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,,,,2500 or more  or no clouds.,,,1.9,-7.0,No precipitation,12,,,,
28.01.2020 05:00,-3.7,764.8,767.8,,74,Wind blowing from the north-east,1,,,,Haze. ,,,-4.2,5.6,,,,,,1.8,-7.7,No precipitation,6,,,,
28.01.2020 02:00,-3.5,765.4,768.4,0.2,75,Wind blowing from the north-west,0,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,5.6,,,2500 or more  or no clouds.,,,1.5,-7.3,No precipitation,12,,,,
27.01.2020 23:00,-2.8,765.2,768.3,,71,Calm  no wind,0,,,,Haze. ,,,-4.0,5.6,,,,,,1.8,-7.3,No precipitation,6,,,,
27.01.2020 20:00,0.0,765.1,768.2,0.6,58,Wind blowing from the south-southwest,1,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,5.6,,,2500 or more  or no clouds.,,,2.2,-7.3,No precipitation,12,,,,
27.01.2020 17:00,3.7,764.5,767.6,,47,Wind blowing from the south-west,2,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,5.6,,,2500 or more  or no clouds.,,,2.1,-6.8,No precipitation,6,,,,
27.01.2020 14:00,4.8,764.9,768.0,-2.1,40,Wind blowing from the south-southwest,1,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,4.9,,,2500 or more  or no clouds.,,,2.5,-7.7,No precipitation,12,,,,
